jugador,posicion,seleccion,edad,anio_nacimiento,partidos_jugados,minutos,minutos_por_partido,pct_minutos_equipo,partidos_90,titularidades,minutos_por_titularidad,partidos_completos,apariciones_suplente,minutos_por_sustitucion,suplente_no_utilizado,puntos_por_partido,goles_favor_en_cancha,goles_contra_en_cancha,diferencial,diferencial_por90,diferencial_neto_con_sin,id_jugador,club,goles,asistencias,goles_mas_asistencias,goles_sin_penal,penales_anotados,penales_intentados,tarjetas_amarillas,tarjetas_rojas,goles_por90,asistencias_por90,goles_asist_por90,goles_sin_penal_por90,goles_asist_sin_penal_por90,disparos,disparos_arco,pct_disparos_arco,disparos_por90,disparos_arco_por90,goles_por_disparo,goles_por_disparo_arco,doble_amarilla,faltas_cometidas,faltas_recibidas,offsides,centros,intercepciones,entradas_ganadas,penales_ganados,penales_concedidos,autogoles,goles_recibidos,goles_recibidos_por90,disparos_arco_recibidos,atajadas,pct_atajadas,victorias_portero,empates_portero,derrotas_portero,arco_en_cero,pct_arco_en_cero,penales_enfrentados_portero,penales_recibidos_portero,penales_atajados,penales_fallados_rival,pct_atajadas_penales
Yunus Akgün,MF,Türkiye,25,2000,2,88.0,44.0,32.6,1.0,1,59.0,0,1,29.0,1,0.0,0.0,2.0,-2.0,-2.05,-2.05,1453e3cf,Galatasaray,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,2.0,1.0,0.0,2.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Maghnes Akliouche,MF,France,24,2002,1,8.0,8.0,1.1,0.1,0,,0,1,8.0,7,3.0,0.0,0.0,0.0,0.0,-1.26,b625b241,Monaco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Kerem Aktürkoğlu,FW,Türkiye,27,1998,2,129.0,65.0,47.8,1.4,2,65.0,0,0,,1,0.0,0.0,3.0,-3.0,-2.09,-2.73,f28659fb,Fenerbahçe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,2.09,0.7,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,
Mohamed Alaa,GK,Egypt,27,1999,0,,,,,0,,0,0,,5,,,,,,,83ba02b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarek Alaa,DF,Egypt,24,2002,0,,,,,0,,0,0,,5,,,,,,,bf73f76b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ahmed Alaaeldin,FW,Qatar,33,1993,2,43.0,22.0,15.9,0.5,0,,0,2,22.0,1,0.5,1.0,1.0,0.0,0.0,3.17,74fbbb3c,Al Rayyan SC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,2.09,2.09,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,
David Alaba,DF,Austria,33,1992,4,275.0,69.0,76.4,3.1,4,69.0,1,0,,0,1.0,3.0,7.0,-4.0,-1.31,-2.37,05439de2,Real Madrid,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.33,2.0,0.0,0.0,0.65,0.0,0.0,,0.0,2.0,0.0,0.0,1.0,4.0,1.0,,,0.0,,,,,,,,,,,,,,,
Kerim Alajbegović,MF,Bosnia–Herz,18,2007,4,277.0,69.0,76.9,3.1,3,87.0,1,1,17.0,0,1.0,3.0,7.0,-4.0,-1.3,-2.38,f3d9291e,RB Salzburg,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.32,0.0,0.32,0.32,0.32,4.0,1.0,25.0,1.3,0.32,0.25,1.0,0.0,4.0,6.0,1.0,15.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,
Jordy Alcivar,MF,Ecuador,26,1999,1,45.0,45.0,12.5,0.5,1,45.0,0,0,,3,1.0,0.0,0.0,0.0,0.0,0.57,6e98c19f,Independiente,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,
Omar Alderete,DF,Paraguay,29,1996,4,320.0,80.0,66.7,3.6,4,80.0,2,0,,1,1.0,2.0,4.0,-2.0,-0.56,0.0,bb08bce9,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.28,0.0,0.0,,0.0,2.0,3.0,0.0,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,
Almoez Ali,FW,Qatar,29,1996,1,19.0,19.0,7.0,0.2,0,,0,1,19.0,2,0.0,0.0,1.0,-1.0,-4.74,-2.23,bae045a9,Al Duhail SC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,4.74,4.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Hussein Ali,DF,Iraq,24,2002,2,162.0,81.0,60.0,1.8,2,81.0,1,0,,1,0.0,1.0,5.0,-4.0,-2.22,3.61,b8a919ad,Pogoń Szczecin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.56,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,
Mohanad Ali,FW,Iraq,25,2000,1,13.0,13.0,4.8,0.1,0,,0,1,13.0,2,0.0,0.0,1.0,-1.0,-6.92,-3.42,f929049b,Dibba Al Fujairah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Taha Ali,FWMF,Sweden,27,1998,2,37.0,19.0,10.3,0.4,0,,0,2,19.0,2,0.0,0.0,2.0,-2.0,-4.86,-4.59,da4b8a4e,Malmö,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,2.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Khojiakbar Alijonov,MF,Uzbekistan,29,1997,2,135.0,68.0,50.0,1.5,1,90.0,1,1,45.0,1,0.0,1.0,5.0,-4.0,-2.67,0.67,e53cbd7a,Pakhtakor Tashkent FK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,2.0,1.0,0.0,5.0,5.0,2.0,,,0.0,,,,,,,,,,,,,,,
Ali Alipour,FW,IR Iran,30,1995,1,38.0,38.0,14.1,0.4,0,,0,1,38.0,2,1.0,1.0,1.0,0.0,0.0,0.0,488ee64c,Persepolis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.37,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,
Alisson,GK,Brazil,33,1992,5,450.0,90.0,100.0,5.0,5,90.0,5,0,,0,2.0,10.0,4.0,6.0,1.2,,7a2e46a8,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.0,0.8,18.0,14.0,77.8,3.0,1.0,1.0,2.0,40.0,0.0,0.0,0.0,0.0,
Thiago Almada,MF,Argentina,25,2001,5,241.0,48.0,29.8,2.7,3,60.0,0,2,31.0,3,3.0,6.0,1.0,5.0,1.87,0.92,27f33438,Atlético Madrid,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,40.0,1.87,0.75,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,4.0,,,0.0,,,,,,,,,,,,,,,
Miguel Almirón,MFFW,Paraguay,32,1994,4,282.0,71.0,58.8,3.1,4,71.0,0,0,,0,1.0,3.0,5.0,-2.0,-0.64,-0.18,862a1c15,Atlanta Utd,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.28,0.0,0.0,,0.0,2.0,7.0,0.0,4.0,3.0,7.0,,,0.0,,,,,,,,,,,,,,,
Júnior Alonso,DF,Paraguay,33,1993,5,390.0,78.0,81.3,4.3,4,97.0,3,1,1.0,0,1.0,3.0,6.0,-3.0,-0.69,-0.69,b18a3023,Atlético Mineiro,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,0.69,0.23,0.0,0.0,0.0,3.0,3.0,1.0,2.0,4.0,9.0,,,0.0,,,,,,,,,,,,,,,
Barış Alper Yılmaz,MFFW,Türkiye,26,2000,3,179.0,60.0,66.3,2.0,2,67.0,0,1,45.0,0,1.0,2.0,3.0,-1.0,-0.5,0.49,414b2ce4,Galatasaray,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.01,0.5,1.01,2.0,1.0,50.0,1.01,0.5,0.5,1.0,0.0,4.0,1.0,2.0,15.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Roberto Alvarado,FWMF,Mexico,27,1998,5,428.0,86.0,95.1,4.8,5,86.0,3,0,,0,2.4,10.0,3.0,7.0,1.47,1.47,ff871e14,Guadalajara,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.63,0.0,0.63,5.0,0.0,0.0,1.05,0.0,0.0,,0.0,3.0,5.0,1.0,36.0,2.0,3.0,,,0.0,,,,,,,,,,,,,,,
Edson Álvarez,MFDF,Mexico,28,1997,4,240.0,60.0,53.3,2.7,2,90.0,2,2,30.0,1,2.25,5.0,1.0,4.0,1.5,0.21,8b3ab7ad,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.75,0.0,0.0,,0.0,5.0,2.0,0.0,1.0,3.0,6.0,,,0.0,,,,,,,,,,,,,,,
Julián Álvarez,FW,Argentina,26,2000,8,602.0,75.0,74.3,6.7,5,96.0,2,3,40.0,0,2.63,15.0,6.0,9.0,1.35,0.48,15ab5a2b,Atlético Madrid,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,11.0,5.0,45.5,1.64,0.75,0.09,0.2,0.0,11.0,4.0,2.0,2.0,3.0,4.0,,,0.0,,,,,,,,,,,,,,,
Ayoube Amaimouni,MF,Morocco,21,2004,2,18.0,9.0,3.2,0.2,0,,0,2,9.0,4,2.0,0.0,0.0,0.0,0.0,-0.65,c5a07a5e,Frankfurt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,10.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,
Zeki Amdouni,FWMF,Switzerland,25,2000,4,73.0,18.0,12.2,0.8,0,,0,4,18.0,2,1.25,0.0,3.0,-3.0,-3.7,-4.89,2ee5b0c9,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.23,0.0,0.0,,0.0,5.0,4.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,
Aurèle Amenda,DF,Switzerland,22,2003,0,,,,,0,,0,0,,6,,,,,,,1227a22d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohamed Amine Tougai,DF,Algeria,26,2000,0,,,,,0,,0,0,,4,,,,,,,ca9f89a4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Amir Murillo,DFMF,Panama,30,1996,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.0,0.0,4.0,-4.0,-1.33,,349cae8f,Beşiktaş,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,20.0,1.67,0.33,0.0,0.0,0.0,1.0,7.0,1.0,8.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,
Nadiem Amiri,MF,Germany,29,1996,2,42.0,21.0,10.8,0.5,0,,0,2,21.0,2,2.0,2.0,0.0,2.0,4.29,3.25,555d5edd,Mainz 05,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,2.14,0.0,2.14,2.0,1.0,50.0,4.29,2.14,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,
Amir Al Ammari,MF,Iraq,28,1997,3,247.0,82.0,91.5,2.7,3,82.0,2,0,,0,0.0,1.0,12.0,-11.0,-4.01,-4.01,9f65be73,Cracovia,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.36,0.36,0.0,0.36,0.0,0.0,,0.0,0.0,,,0.0,3.0,0.0,0.0,8.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,
Azizbek Amonov,FW,Uzbekistan,28,1997,1,14.0,14.0,5.2,0.2,0,,0,1,14.0,2,0.0,0.0,1.0,-1.0,-6.43,-3.62,f487314f,FK Bukhara Nurafshon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.43,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Mohamed Amoura,FWMF,Algeria,26,2000,1,27.0,27.0,7.5,0.3,0,,0,1,27.0,0,0.0,0.0,1.0,-1.0,-3.33,-2.52,6597f8b6,Wolfsburg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Sofyan Amrabat,MF,Morocco,29,1996,3,147.0,49.0,25.8,1.6,1,90.0,1,2,29.0,3,2.0,6.0,3.0,3.0,1.84,1.62,5a2cb25d,Real Betis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,4.0,2.0,0.0,0.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,
Abdulelah Al-Amri,DF,Saudi Arabia,29,1997,3,239.0,80.0,88.5,2.7,3,80.0,2,0,,0,0.67,1.0,5.0,-4.0,-1.51,-1.51,fd0affe3,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.38,0.0,0.38,0.38,0.38,4.0,2.0,50.0,1.51,0.75,0.25,0.5,0.0,1.0,0.0,0.0,1.0,4.0,2.0,,,0.0,,,,,,,,,,,,,,,
Youssef Amyn,MF,Iraq,22,2003,1,31.0,31.0,11.5,0.3,0,,0,1,31.0,2,0.0,0.0,1.0,-1.0,-2.9,0.86,10c12f22,AEK Larnaca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Joseph Anang,GK,Ghana,26,2000,0,,,,,0,,0,0,,4,,,,,,,21a866b7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elliot Anderson,MF,England,23,2002,8,632.0,79.0,84.3,7.0,7,89.0,4,1,12.0,0,2.38,16.0,9.0,7.0,1.0,0.23,de31038e,Nottingham,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14,0.14,0.0,0.14,7.0,1.0,14.3,1.0,0.14,0.0,0.0,0.0,9.0,13.0,0.0,8.0,8.0,18.0,,,0.0,,,,,,,,,,,,,,,
Andrés Andrade Cedeño,DF,Panama,27,1998,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.0,0.0,4.0,-4.0,-1.33,,6ea23758,LASK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,4.0,0.0,0.0,8.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,
Fredrik André Bjørkan,DF,Norway,27,1998,1,45.0,45.0,7.9,0.5,1,45.0,0,0,,5,0.0,1.0,3.0,-2.0,-4.0,-4.69,3724baa1,Bodø/Glimt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,
Nilson Angulo,MF,Ecuador,22,2003,4,218.0,55.0,60.6,2.4,2,81.0,0,2,28.0,0,1.0,2.0,4.0,-2.0,-0.83,-0.83,a9b9d89c,Sunderland,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.41,0.0,0.41,0.41,0.41,2.0,2.0,100.0,0.83,0.83,0.5,0.5,0.0,4.0,3.0,0.0,5.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,
Waldemar Anton,DFMF,Germany,29,1996,2,50.0,25.0,12.8,0.6,0,,0,2,25.0,2,2.0,1.0,0.0,1.0,1.8,0.48,5e66fa06,Dortmund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.8,1.8,0.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,
Jeremy Antonisse,FWMF,Curaçao,24,2002,2,75.0,38.0,27.8,0.8,0,,0,2,38.0,1,0.0,0.0,5.0,-5.0,-6.0,-4.62,6011e63a,AE Kifisia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2,0.0,0.0,,0.0,0.0,0.0,0.0,8.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,
Houssem Aouar,MF,Algeria,27,1998,3,173.0,58.0,48.1,1.9,2,73.0,0,1,27.0,1,0.33,2.0,5.0,-3.0,-1.56,-1.08,a5db0bec,Al-Ittihad,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,1.04,0.0,1.04,3.0,1.0,33.3,1.56,0.52,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,
Oswin Appollis,MFFW,South Africa,24,2001,4,255.0,64.0,70.8,2.8,3,80.0,2,1,14.0,0,1.0,1.0,2.0,-1.0,-0.35,0.5,e8933eb0,Orlando Pirates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,1.41,0.35,0.0,0.0,0.0,1.0,2.0,0.0,8.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,
Nawaf Al Aqidi,GK,Saudi Arabia,26,2000,0,,,,,0,,0,0,,3,,,,,,,70f3a9d1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yazan Al-Arab,DF,Jordan,30,1996,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.0,3.0,8.0,-5.0,-1.67,,32878a09,FC Seoul,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,4.0,0.0,0.0,0.0,11.0,1.0,,,1.0,,,,,,,,,,,,,,,
