Rk,Player,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches,-9999
560,David Jurásek,DFMF,cz Czechia,25,2000,0,,,,,0,,0,0,,1,,,,,,,Matches,d7a03bf3
561,Mladen Jurkas,GK,ba Bosnia–Herz,18,2007,0,,,,,0,,0,0,,4,,,,,,,Matches,4cf89690
562,Elijah Just,MF,nz New Zealand,26,2000,3,264,88,97.8,2.9,3,88,2,0,,0,0.33,4,10,-6,-2.05,-2.05,Matches,0c295d6e
563,Musab Al Juwayr,MFFW,sa Saudi Arabia,22,2003,3,152,51,56.3,1.7,2,54,0,1,45,0,0.67,1,3,-2,-1.18,+0.34,Matches,62592fc1
564,Ayoub El Kaabi,FW,ma Morocco,32,1993,1,69,69,12.1,0.8,1,69,0,0,,5,3.00,2,2,0,0.00,-0.72,Matches,b1bfd1d4
565,Ozan Kabak,DF,tr Türkiye,26,2000,1,90,90,33.3,1.0,1,90,1,0,,2,3.00,3,2,+1,+1.00,+2.50,Matches,2d61d13a
566,Samukele Kabini,DF,za South Africa,22,2004,0,,,,,0,,0,0,,4,,,,,,,Matches,70b480d3
567,Hassan Kadesh,DF,sa Saudi Arabia,33,1992,0,,,,,0,,0,0,,3,,,,,,,Matches,7165f2e9
568,Ferdi Kadioglu,DF,tr Türkiye,26,1999,2,159,80,58.9,1.8,2,80,1,0,,1,0.00,0,3,-3,-1.70,-2.51,Matches,66c52a77
569,Kaku,MF,py Paraguay,31,1995,1,11,11,2.3,0.1,0,,0,1,11,4,0.00,0,1,-1,-8.18,-7.80,Matches,cb01ad74
570,Gaël Kakuta,FWMF,cd Congo DR,34,1991,0,,,,,0,,0,0,,4,,,,,,,Matches,5b1bf5e3
571,Saša Kalajdžić,FW,at Austria,28,1997,3,77,26,21.4,0.9,1,45,0,2,16,1,1.33,2,2,0,0.00,+0.95,Matches,15f24fe7
572,Gédéon Kalulu,DF,cd Congo DR,28,1997,1,6,6,1.7,0.1,0,,0,1,6,3,1.00,0,0,0,0.00,0.00,Matches,dd211559
573,Daichi Kamada,MF,jp Japan,29,1996,4,329,82,91.4,3.7,4,82,2,0,,0,1.25,7,4,+3,+0.82,+0.82,Matches,15b287da
574,Hossein Kanaanizadegan,DF,ir IR Iran,32,1994,2,135,68,50.0,1.5,2,68,1,0,,1,1.00,1,1,0,0.00,0.00,Matches,24353c25
575,Harry Kane,FW,eng England,32,1993,7,652,93,86.9,7.2,7,93,5,0,,1,2.29,14,8,+6,+0.83,-1.01,Matches,21a66f6a
576,Lee Kang-in,FW,kr Korea Republic,25,2001,3,270,90,100.0,3.0,3,90,3,0,,0,1.00,2,3,-1,-0.33,,Matches,8455ad90
577,Mohamed Kanno,MF,sa Saudi Arabia,31,1994,3,225,75,83.3,2.5,2,90,2,1,45,0,0.67,1,2,-1,-0.40,+5.60,Matches,74ccf212
578,N'Golo Kanté,MF,fr France,35,1991,0,,,,,0,,0,0,,8,,,,,,,Matches,b9fbae28
579,Steve Kapuadi,DF,cd Congo DR,28,1998,2,180,90,50.0,2.0,2,90,2,0,,2,0.50,1,2,-1,-0.50,-1.00,Matches,3f3c941a
580,Bekhruz Karimov,DF,uz Uzbekistan,18,2007,2,179,90,66.3,2.0,2,90,1,0,,1,0.00,1,8,-7,-3.52,-1.54,Matches,74cdaeba
581,Jesper Karlström,MF,se Sweden,30,1995,2,138,69,38.3,1.5,2,69,0,0,,2,1.50,4,5,-1,-0.65,+0.16,Matches,e0a1f4eb
582,Ahmed Al-Kassar,GK,sa Saudi Arabia,35,1991,0,,,,,0,,0,0,,3,,,,,,,Matches,eedb42fd
583,Gervane Kastaneer,FWMF,cw Curaçao,30,1996,3,30,10,11.1,0.3,0,,0,3,10,0,0.33,0,1,-1,-3.00,-0.38,Matches,0c142e14
584,Nikola Katić,DF,ba Bosnia–Herz,29,1996,4,317,79,88.1,3.5,4,79,2,0,,0,1.00,4,7,-3,-0.85,-0.85,Matches,35bd124a
585,Edo Kayembe,MF,cd Congo DR,28,1998,3,160,53,44.4,1.8,2,73,0,1,15,1,0.33,1,2,-1,-0.56,-1.01,Matches,f99b71de
586,Joris Kayembe,DFFW,cd Congo DR,31,1994,4,45,11,12.5,0.5,0,,0,4,11,0,1.00,1,1,0,0.00,0.00,Matches,4657faba
587,Marvin Keller,GK,ch Switzerland,23,2002,0,,,,,0,,0,0,,6,,,,,,,Matches,80d5345f
588,Liam Kelly,GK,sct Scotland,30,1996,0,,,,,0,,0,0,,3,,,,,,,Matches,d8c74957
589,Franck Kessié,MF,ci Côte d'Ivoire,29,1996,4,346,87,96.1,3.8,4,87,3,0,,0,1.50,5,4,+1,+0.26,+0.26,Matches,05e19d6a
590,Abdullah Al-Khaibari,MF,sa Saudi Arabia,29,1996,3,180,60,66.7,2.0,3,60,1,0,,0,0.67,1,4,-3,-1.50,-0.50,Matches,ab47ae1c
591,Shoja' Khalilzadeh,DF,ir IR Iran,37,1989,3,270,90,100.0,3.0,3,90,3,0,,0,1.00,3,3,0,0.00,,Matches,0aed29f1
592,Dostonbek Khamdamov,MF,uz Uzbekistan,29,1996,2,103,52,38.1,1.1,1,58,0,1,45,1,0.00,2,2,0,0.00,+4.85,Matches,d2dd2ffb
593,Bilal El Khannouss,MFFW,ma Morocco,22,2004,6,461,77,80.9,5.1,6,77,1,0,,0,1.83,7,5,+2,+0.39,-1.26,Matches,f7042636
594,Rani Khedira,MF,tn Tunisia,32,1994,3,149,50,55.2,1.7,2,74,0,1,1,0,0.00,2,6,-4,-2.42,+2.05,Matches,59e4b92e
595,Boualem Khoukhi,DF,qa Qatar,35,1990,3,270,90,100.0,3.0,3,90,3,0,,0,0.33,2,10,-8,-2.67,,Matches,7be5ad52
596,Abdukodir Khusanov,DF,uz Uzbekistan,22,2004,3,270,90,100.0,3.0,3,90,3,0,,0,0.00,2,11,-9,-3.00,,Matches,d17ce930
597,Joshua Kimmich,DF,de Germany,31,1995,4,351,88,90.0,3.9,4,88,2,0,,0,1.75,10,4,+6,+1.54,+1.54,Matches,49296448
598,Justin Kluivert,FWMF,nl Netherlands,27,1999,2,27,14,6.9,0.3,0,,0,2,14,2,2.00,0,0,0,0.00,-1.49,Matches,4c3a6744
599,Gregor Kobel,GK,ch Switzerland,28,1997,6,600,100,100.0,6.7,6,100,6,0,,0,1.83,10,6,+4,+0.60,,Matches,cd59b9df
600,Orkun Kökçü,MF,tr Türkiye,25,2000,3,153,51,56.7,1.7,2,74,0,1,5,0,1.00,2,3,-1,-0.59,+0.18,Matches,9bf914b4
601,Sead Kolašinac,DF,ba Bosnia–Herz,32,1993,4,337,84,93.6,3.7,4,84,2,0,,0,1.00,5,7,-2,-0.53,+3.38,Matches,3935e52e
602,Ghislain Konan,DF,ci Côte d'Ivoire,30,1995,3,269,90,74.7,3.0,3,90,2,0,,1,1.00,3,4,-1,-0.33,-2.31,Matches,6b2c894b
603,Ibrahima Konaté,DF,fr France,27,1999,2,60,30,8.3,0.7,1,45,0,1,15,6,1.50,1,4,-3,-4.50,-6.27,Matches,5ed9b537
604,Ismaël Koné,MF,ca Canada,23,2002,2,146,73,32.4,1.6,2,73,1,0,,0,2.00,4,1,+3,+1.85,+1.85,Matches,e0220b70
605,Manu Koné,MF,fr France,25,2001,5,385,77,53.5,4.3,4,85,3,1,45,3,2.40,10,2,+8,+1.87,+1.33,Matches,86574238
606,Mohamed Koné,GK,ci Côte d'Ivoire,24,2002,0,,,,,0,,0,0,,4,,,,,,,Matches,24f1fe8c
607,Ezri Konsa,DF,eng England,28,1997,8,647,81,86.3,7.2,7,90,6,1,19,0,2.38,18,12,+6,+0.83,-0.91,Matches,0313a347
608,Teun Koopmeiners,DFMF,nl Netherlands,28,1998,4,122,31,31.3,1.4,0,,0,4,31,0,2.00,2,2,0,0.00,-2.01,Matches,a26fb8aa
609,Odilon Kossounou,DF,ci Côte d'Ivoire,25,2001,4,272,68,75.6,3.0,3,90,3,1,2,0,1.50,5,4,+1,+0.33,+0.33,Matches,1f3afdcb
610,Dominik Kotarski,GK,hr Croatia,26,2000,0,,,,,0,,0,0,,4,,,,,,,Matches,b298716e
611,Kalidou Koulibaly,DF,sn Senegal,34,1991,2,161,81,41.3,1.8,2,81,1,0,,2,0.00,2,6,-4,-2.24,-4.20,Matches,da974c7b
612,Jules Koundé,DF,fr France,27,1998,8,599,75,83.2,6.7,7,85,3,1,1,0,2.25,16,5,+11,+1.65,+2.40,Matches,4d1666ff
613,Mateo Kovačić,MF,hr Croatia,32,1994,4,270,68,75.0,3.0,3,79,0,1,33,0,1.50,3,3,0,0.00,+1.00,Matches,79c0821a
614,Matej Kovar,GK,cz Czechia,26,2000,3,270,90,100.0,3.0,3,90,3,0,,0,0.33,2,6,-4,-1.33,,Matches,bc67a0e1
615,Andrej Kramarić,FWMF,hr Croatia,34,1991,3,59,20,16.4,0.7,0,,0,3,20,1,1.00,1,1,0,0.00,+0.30,Matches,603cb947
616,Ladislav Krejčí,DF,cz Czechia,27,1999,3,270,90,100.0,3.0,3,90,3,0,,0,0.33,2,6,-4,-1.33,,Matches,5b5c2228
617,Takefusa Kubo,MF,jp Japan,25,2001,1,74,74,20.6,0.8,1,74,0,0,,1,1.00,1,2,-1,-1.22,-2.47,Matches,16aa3654
618,Jan Kuchta,FW,cz Czechia,29,1997,0,,,,,0,,0,0,,3,,,,,,,Matches,4bce9c16
619,Brandley Kuwas,FWMF,cw Curaçao,33,1992,1,1,1,0.4,0.0,0,,0,1,1,2,0.00,0,0,0,0.00,+2.68,Matches,42c94967
620,Prince Kwabena Adu,FW,gh Ghana,22,2003,3,39,13,10.8,0.4,0,,0,3,13,1,1.33,1,0,+1,+2.31,+2.87,Matches,36bdd145
621,Duke Lacroix,DFFW,ht Haiti,32,1993,0,,,,,0,,0,0,,3,,,,,,,Matches,bce0d6f6
622,Maxence Lacroix,DF,fr France,26,2000,3,241,80,33.5,2.7,2,90,2,1,61,5,1.00,8,8,0,0.00,-1.88,Matches,277c49ed
623,Alban Lafont,GK,ci Côte d'Ivoire,27,1999,0,,,,,0,,0,0,,4,,,,,,,Matches,4e7db402
624,Gustaf Lagerbielke,DF,se Sweden,26,2000,4,360,90,100.0,4.0,4,90,4,0,,0,1.00,7,10,-3,-0.75,,Matches,9e39fa2d
625,Konrad Laimer,MFDF,at Austria,29,1997,4,360,90,100.0,4.0,4,90,4,0,,0,1.00,6,9,-3,-0.75,,Matches,c1b7847c
626,Ali Lajami,DF,sa Saudi Arabia,30,1996,3,149,50,55.2,1.7,1,90,1,2,30,0,0.67,0,4,-4,-2.42,-2.42,Matches,46f7ab4f
627,Senne Lammens,GK,be Belgium,23,2002,1,20,20,3.5,0.2,0,,0,1,20,5,0.00,0,1,-1,-4.50,-5.81,Matches,8e6d2fcd
628,Noa Lang,FWMF,nl Netherlands,26,1999,2,8,4,2.1,0.1,0,,0,2,4,2,3.00,0,0,0,0.00,-1.41,Matches,8e034340
629,Sondre Langås,DF,no Norway,25,2001,1,25,25,4.4,0.3,0,,0,1,25,5,0.00,0,1,-1,-3.60,-4.10,Matches,107e4890
630,Aymeric Laporte,DF,es Spain,32,1994,8,727,91,96.9,8.1,8,91,6,0,,0,2.75,13,1,+12,+1.49,-2.43,Matches,119b9a8e
631,Cyle Larin,FW,ca Canada,31,1995,4,190,48,42.2,2.1,2,74,1,2,22,1,1.00,7,4,+3,+1.42,+1.42,Matches,e7af9060
632,Richie Laryea,DF,ca Canada,31,1995,5,429,86,95.3,4.8,5,86,3,0,,0,1.40,9,4,+5,+1.05,+9.62,Matches,276fdbe4
633,Mohanad Lasheen,MF,eg Egypt,30,1996,4,359,90,74.8,4.0,4,90,3,0,,0,1.25,7,5,+2,+0.50,+1.25,Matches,8c041c7d
634,Issa Laye,MFDF,qa Qatar,28,1997,3,270,90,100.0,3.0,3,90,3,0,,0,0.33,2,10,-8,-2.67,,Matches,c078667a
635,Rafael Leão,MF,pt Portugal,27,1999,5,158,32,35.1,1.8,1,90,1,4,17,0,1.60,3,2,+1,+0.57,-0.66,Matches,20730eae
636,Mathew Leckie,MF,au Australia,35,1991,1,60,60,15.4,0.7,1,60,0,0,,1,0.00,0,2,-2,-3.00,-3.55,Matches,b93b7882
637,Jefferson Lerma,MF,co Colombia,31,1994,5,410,82,85.4,4.6,5,82,3,0,,0,2.20,5,1,+4,+0.88,+0.88,Matches,9b5ce51a
638,Jamie Leweling,FWMF,de Germany,25,2001,1,31,31,7.9,0.3,0,,0,1,31,3,3.00,2,0,+2,+5.81,+4.80,Matches,13fe7b69
639,Philipp Lienhart,DF,at Austria,29,1996,2,180,90,50.0,2.0,2,90,2,0,,2,2.00,6,4,+2,+1.00,+3.50,Matches,302527b2
640,Victor Lindelöf,DFMF,se Sweden,31,1994,4,356,89,98.9,4.0,4,89,3,0,,0,1.00,7,10,-3,-0.76,-0.76,Matches,f5deef4c
641,Erik Lira,MF,mx Mexico,26,2000,4,345,86,76.7,3.8,4,86,3,0,,1,2.25,7,3,+4,+1.04,-1.53,Matches,7b2c24ed
642,Dominik Livaković,GK,hr Croatia,31,1995,4,360,90,100.0,4.0,4,90,4,0,,0,1.50,6,7,-1,-0.25,,Matches,58f077c0
643,Dailon Livramento,FW,cv Cabo Verde,25,2001,3,174,58,44.6,1.9,2,60,0,1,54,1,0.67,1,2,-1,-0.52,-0.52,Matches,c115db1e
644,Dejan Ljubičić,MF,at Austria,28,1997,0,,,,,0,,0,0,,4,,,,,,,Matches,c455a2b2
